HouseType,HouseType_ID,BuilderName,Builder_ID,BrokerName,Broker_ID,SellerName,Seller_ID,CustomerName,Customer_ID,Customer_Address,Customer_CellNumber,PaymentMethod,PaymentMethod_ID,MortgageProvider,MortgageProvider_ID,SalePrice,SaleDate
Penthouse,6,Builder_9,9,Broker_20,20,Seller_313,313,Jody Carlson,42,"54516 Christopher Trafficway Apt. 831
West Gregory, WA 74480",474-938-2297x2787,Bank Transfer,4,PNC Bank,6,740330.91,2021-11-27
Villa,4,Builder_14,14,Broker_4,4,Seller_349,349,William York,147,"93327 Spencer Ferry Apt. 593
West Tinashire, ND 06768",001-659-501-4494,Credit Card,1,Ally Bank,10,970537.12,2020-04-22
Single Family Home,3,Builder_16,16,Broker_17,17,Seller_278,278,Rachel Guzman,41,"266 Reeves Via
Melanieland, PW 84090",+1-950-541-2252,Google Pay,8,Capital One,9,850457.74,2022-12-17
Villa,4,Builder_6,6,Broker_9,9,Seller_459,459,Michael Baker,59,"023 Kimberly Street Apt. 310
South Lindafurt, AL 76413",001-330-228-0017x07935,Cheque,5,PNC Bank,6,956769.6,2024-01-18
Single Family Home,3,Builder_7,7,Broker_8,8,Seller_939,939,Tom Barber,31,"17962 Wilson Points Suite 202
Juliehaven, KY 88965",(856)598-5814x1577,Google Pay,8,Ally Bank,10,470219.8,2021-01-17
Penthouse,6,Builder_18,18,Broker_9,9,Seller_368,368,Rachel Guzman,41,"5332 David Land Suite 281
New Heatherport, VA 19242",865.937.2842x1910,Credit Card,1,SunTrust Bank,8,523435.06,2024-01-17
Townhouse,2,Builder_8,8,Broker_21,21,Seller_550,550,Timothy Meyer,166,"293 Ross Forks
Whiteburgh, KS 17089",8427926578,Apple Pay,9,Bank of America,1,500561.43,2022-12-31
Studio,10,Builder_7,7,Broker_17,17,Seller_37,37,Dr. Timothy Martinez,53,"36411 Snyder Walk
New Johnland, MP 98739",(959)857-5391x00887,Cheque,5,PNC Bank,6,714943.06,2021-02-06
Single Family Home,3,Builder_9,9,Broker_28,28,Seller_713,713,Shelley Thompson,29,"002 Dixon Mission
Riggsberg, GA 98861",+1-329-270-5409,Cash,3,PNC Bank,6,534334.66,2022-03-27
Duplex,5,Builder_20,20,Broker_6,6,Seller_807,807,Jennifer Watson,93,"305 Jackson Spur Apt. 760
Tylerborough, DE 81275",408-554-6387x0346,Cash,3,Capital One,9,709598.75,2023-09-28
Single Family Home,3,Builder_8,8,Broker_25,25,Seller_761,761,Michael Rivera,69,"65046 Michael Plaza
North Curtis, CA 49043",(351)848-2054x0120,Cheque,5,US Bank,4,331615.72,2024-01-12
Single Family Home,3,Builder_14,14,Broker_15,15,Seller_209,209,Timothy Meyer,166,"622 Tracy Square
New Michael, FM 00843",946-228-9266x5365,Credit Card,1,Wells Fargo,3,351060.61,2022-04-05
Cottage,7,Builder_15,15,Broker_25,25,Seller_220,220,Jennifer Watson,93,"43974 Stark Greens Suite 279
Ruizbury, DC 92357",350-291-5192,PayPal,7,PNC Bank,6,718489.75,2020-05-22
Villa,4,Builder_6,6,Broker_24,24,Seller_582,582,Amy Henderson,56,"5341 Morgan Neck Apt. 375
South Hannahhaven, OH 18789",849.399.7046x039,Gift Card,10,Wells Fargo,3,349312.91,2023-08-19
Bungalow,9,Builder_4,4,Broker_29,29,Seller_789,789,Jennifer Watson,93,"PSC 3508, Box 2596
APO AP 21017",(598)367-9124,Cryptocurrency,6,Citibank,5,545126.34,2022-10-31
Apartment,1,Builder_10,10,Broker_20,20,Seller_400,400,Amanda Wilson,73,"0544 Amanda Station Suite 340
South Manuel, WV 29661",342.575.9236x106,Cheque,5,Capital One,9,853305.24,2020-01-13
Bungalow,9,Builder_18,18,Broker_1,1,Seller_538,538,Brenda Gonzalez,134,"92949 Parks River Suite 605
Lake Gloria, HI 99586",+1-397-498-6538x578,Bank Transfer,4,Wells Fargo,3,242948.72,2020-09-04
Single Family Home,3,Builder_13,13,Broker_24,24,Seller_697,697,Sherri Barron,156,"84450 Medina Extension Suite 238
Blackborough, PA 91234",(645)674-3409x577,Bank Transfer,4,Bank of America,1,591157.07,2021-05-08
Townhouse,2,Builder_20,20,Broker_13,13,Seller_559,559,Tamara Morgan,114,"8271 Moore Pike Apt. 995
West Mariabury, RI 95312",001-405-221-8175x9769,Cash,3,SunTrust Bank,8,614332.12,2023-09-19
Penthouse,6,Builder_13,13,Broker_29,29,Seller_378,378,Denise Watkins,100,"2609 Spence Freeway
North Jesseville, CT 18779",562-609-8326x507,Credit Card,1,PNC Bank,6,864541.33,2022-04-08
Studio,10,Builder_4,4,Broker_1,1,Seller_468,468,Sharon Gillespie,111,"5650 Gonzalez Fort Suite 336
Hernandezshire, PW 91812",(479)836-7207x6333,Bank Transfer,4,TD Bank,7,321751.87,2020-09-29
Bungalow,9,Builder_11,11,Broker_4,4,Seller_21,21,Michael Rivera,69,"16755 Cochran Square Apt. 595
Lisaville, ME 75000",552-819-4458,Cash,3,US Bank,4,927872.89,2020-10-30
Duplex,5,Builder_7,7,Broker_18,18,Seller_555,555,Matthew Washington DDS,183,"6435 Daniels Points
South Nichole, GA 01458",(376)458-7667,PayPal,7,SunTrust Bank,8,334656.52,2023-05-13
Mansion,8,Builder_1,1,Broker_20,20,Seller_978,978,Robert Davis,125,"214 Wagner Island Suite 410
North Lisa, IL 03969",(783)444-2334x179,Apple Pay,9,Bank of America,1,427234.37,2023-11-16
Apartment,1,Builder_10,10,Broker_2,2,Seller_648,648,Brenda Wolf,129,"98152 Johnson Rest Suite 059
Port Amandaville, VA 02331",001-231-292-5155x01175,Google Pay,8,US Bank,4,210064.06,2020-11-10
Villa,4,Builder_11,11,Broker_26,26,Seller_971,971,Tonya Robinson,71,"174 Kane Meadows Apt. 887
South Michaelberg, VT 10184",+1-829-712-4119x23217,Bank Transfer,4,Ally Bank,10,200524.5,2022-09-29
Mansion,8,Builder_17,17,Broker_19,19,Seller_767,767,Emily Phillips,159,"03913 Acosta Plaza
Lake Heather, RI 36590",(355)674-0146x8490,Apple Pay,9,Chase Bank,2,912926.77,2023-07-14
Mansion,8,Builder_17,17,Broker_9,9,Seller_508,508,Rebecca Davis,45,"228 Kayla Forges Suite 850
North Jesusshire, FM 19257",001-437-466-8808,Bank Transfer,4,SunTrust Bank,8,770848.24,2024-09-18
Bungalow,9,Builder_9,9,Broker_17,17,Seller_949,949,Curtis Brown,94,"42863 Jenkins Falls
Port Mercedes, AL 82476",972-205-5518x983,Cash,3,TD Bank,7,160885.58,2021-10-12
Cottage,7,Builder_10,10,Broker_25,25,Seller_2,2,Teresa Hamilton,78,"01275 Tamara Gardens
New Ryanchester, TN 94260",9575186174,Debit Card,2,Chase Bank,2,385019.32,2020-06-07
Penthouse,6,Builder_13,13,Broker_4,4,Seller_596,596,Michelle Mooney,52,"060 Jonathon Unions
East Thomas, MA 88993",001-461-335-7883x411,Cheque,5,Capital One,9,763022.03,2021-05-24
Studio,10,Builder_9,9,Broker_30,30,Seller_458,458,Michael Jacobson,65,"3247 Day Summit Suite 562
South Shannon, SC 07599",(475)310-8968x7000,Credit Card,1,Chase Bank,2,642677.41,2022-01-12
Mansion,8,Builder_8,8,Broker_5,5,Seller_610,610,April Wright,21,"12724 Bishop Avenue
Moniqueberg, MP 03398",+1-611-817-7763,Bank Transfer,4,Capital One,9,788548.58,2020-03-25
Mansion,8,Builder_3,3,Broker_8,8,Seller_871,871,David Henderson,87,"Unit 7386 Box 0717
DPO AA 57910",(754)377-9324,Gift Card,10,Chase Bank,2,732505.52,2020-05-19
Single Family Home,3,Builder_5,5,Broker_12,12,Seller_940,940,Heather Rose,174,"7718 Ortiz Key Apt. 855
Rosston, DC 32720",(491)281-0811x78832,Debit Card,2,Capital One,9,363012.02,2024-05-15
Villa,4,Builder_17,17,Broker_27,27,Seller_20,20,Shannon Freeman,136,"6352 John Corner Suite 203
Lake Barbara, NJ 67624",+1-953-806-7113x81071,Google Pay,8,Chase Bank,2,760244.99,2022-11-19
Bungalow,9,Builder_7,7,Broker_7,7,Seller_539,539,Cynthia Turner,109,"46558 Jeffrey Orchard Suite 045
Hartville, MT 80469",700-452-4499x9677,Debit Card,2,SunTrust Bank,8,457480.92,2020-03-14
Villa,4,Builder_13,13,Broker_25,25,Seller_68,68,Grant Owens,57,"307 Herrera Fort
Moranhaven, PW 64537",(661)648-5091x58716,Credit Card,1,Wells Fargo,3,932387.63,2023-02-08
Apartment,1,Builder_3,3,Broker_6,6,Seller_287,287,David Russell,14,"818 Juan Forest
West James, MH 26301",576.665.8854,Credit Card,1,Ally Bank,10,190219.38,2020-12-24
Single Family Home,3,Builder_8,8,Broker_4,4,Seller_102,102,Gregory Roberts,39,"718 Leslie Dale
Allisonview, DC 75078",2799921721,Cryptocurrency,6,PNC Bank,6,151475.18,2022-09-16
Mansion,8,Builder_1,1,Broker_25,25,Seller_240,240,Darren Nelson,97,"USNV Tucker
FPO AA 82569",001-599-491-8033x847,Debit Card,2,US Bank,4,255806.28,2023-10-18
Mansion,8,Builder_20,20,Broker_21,21,Seller_957,957,Kathryn Potter,5,"226 Payne Island Suite 105
Rhondamouth, OH 98893",001-980-347-0692,Cryptocurrency,6,Citibank,5,426165.34,2024-09-03
Duplex,5,Builder_2,2,Broker_22,22,Seller_780,780,Anna Baldwin,95,"786 Miller Ports
Lake Sarahside, DC 88255",966-444-9298,Apple Pay,9,PNC Bank,6,555666.18,2023-05-08
Studio,10,Builder_12,12,Broker_8,8,Seller_90,90,Cynthia Turner,109,"1266 Oneal Gateway Apt. 648
Frazierborough, WA 41587",8538488017,Bank Transfer,4,SunTrust Bank,8,831346.68,2021-08-06
Townhouse,2,Builder_19,19,Broker_12,12,Seller_449,449,Robert Brown,76,"922 Bates Streets Apt. 907
Kaitlinfurt, DE 54699",250-855-5872,Gift Card,10,SunTrust Bank,8,611685.42,2021-04-24
Penthouse,6,Builder_18,18,Broker_13,13,Seller_93,93,Shannon Freeman,136,"4811 Smith Field
New Dustinmouth, IL 24774",971-863-4594,Cryptocurrency,6,TD Bank,7,622482.12,2024-03-01
Single Family Home,3,Builder_12,12,Broker_25,25,Seller_980,980,April Wright,21,"09083 Jennifer Estate Apt. 863
Danielmouth, LA 87721",+1-963-994-3556x24450,Cheque,5,PNC Bank,6,583256.47,2022-09-07
Bungalow,9,Builder_6,6,Broker_26,26,Seller_675,675,Kayla Erickson,128,"1693 Alexander Stravenue Suite 368
Brandonfurt, MP 44493",(472)723-0406,Debit Card,2,Citibank,5,736383.8,2023-06-27
Duplex,5,Builder_8,8,Broker_12,12,Seller_174,174,Daniel Webb,177,"Unit 4194 Box 0099
DPO AA 37452",526.497.0539x18108,Apple Pay,9,PNC Bank,6,625010.79,2020-03-13
Bungalow,9,Builder_18,18,Broker_7,7,Seller_267,267,Anna Baldwin,95,"705 Dorothy Isle
Summersside, MI 75723",(690)665-6045x9036,Gift Card,10,Bank of America,1,410091.43,2024-02-18
Single Family Home,3,Builder_1,1,Broker_12,12,Seller_22,22,Brenda Gonzalez,134,"9792 Joshua Isle Suite 468
Heatherton, ND 57885",835-620-9696x9798,Apple Pay,9,PNC Bank,6,704763.16,2021-06-10
Townhouse,2,Builder_13,13,Broker_16,16,Seller_609,609,Sharon Gillespie,111,"56311 Steven Trace Suite 855
East Lori, LA 42027",6038010220,Debit Card,2,SunTrust Bank,8,455324.3,2022-07-30
Apartment,1,Builder_2,2,Broker_13,13,Seller_535,535,Kelly Green,11,"513 Stephen Cliff
Coreyville, IN 15263",625-253-3265x2288,Cash,3,PNC Bank,6,966423.97,2023-04-27
Single Family Home,3,Builder_10,10,Broker_23,23,Seller_576,576,Joseph Parker,18,"90088 Pamela Track
Lake Johnland, DE 19725",001-718-697-4013x23995,Cryptocurrency,6,SunTrust Bank,8,427893.54,2024-01-17
Villa,4,Builder_20,20,Broker_16,16,Seller_623,623,Bradley Schneider,138,"PSC 3338, Box 7480
APO AE 02943",+1-365-789-5882x00601,Debit Card,2,Capital One,9,953028.98,2020-03-29
Duplex,5,Builder_13,13,Broker_10,10,Seller_989,989,Shelby Jackson,120,"2112 Parker Loaf Suite 460
South Nicolefort, FM 63635",+1-718-231-9572,Cryptocurrency,6,Chase Bank,2,555179.04,2022-09-23
Duplex,5,Builder_11,11,Broker_4,4,Seller_278,278,Brenda Gonzalez,134,"186 Shannon Plaza
Lake Christopher, KS 57480",001-345-930-3847x32536,Bank Transfer,4,Bank of America,1,480555.25,2021-05-06
Duplex,5,Builder_20,20,Broker_10,10,Seller_148,148,James Dodson,163,"5224 Smith Summit
Christopherstad, KS 57552",6843860893,Credit Card,1,Bank of America,1,611971.03,2020-09-22
Penthouse,6,Builder_7,7,Broker_16,16,Seller_686,686,Patrick Combs,165,"62518 Kidd Vista Apt. 711
Christopherchester, MS 73223",4093087221,Debit Card,2,SunTrust Bank,8,656229.25,2023-08-08
Mansion,8,Builder_19,19,Broker_3,3,Seller_537,537,Amy Becker,184,"Unit 6299 Box 2836
DPO AP 59851",+1-597-764-7225,Debit Card,2,Ally Bank,10,351162.58,2021-04-27
Penthouse,6,Builder_8,8,Broker_1,1,Seller_175,175,Michael Rivera,69,"61418 Valenzuela Run
Lawsonmouth, AR 44291",891-411-5591x205,PayPal,7,Citibank,5,566580.18,2023-08-20
Bungalow,9,Builder_6,6,Broker_23,23,Seller_188,188,James Boyd,54,"69863 Thompson Crescent
Port Michael, CA 61591",+1-286-561-0618x3961,Bank Transfer,4,Chase Bank,2,744925.33,2021-09-04
Villa,4,Builder_4,4,Broker_26,26,Seller_797,797,Todd Young,10,"516 Laura Wells Apt. 440
New Melissa, DC 95634",(318)430-5558,Debit Card,2,SunTrust Bank,8,258272.58,2021-03-18
Townhouse,2,Builder_16,16,Broker_25,25,Seller_70,70,Alexander Cooper,175,"3154 Timothy Shoal Suite 928
Lake Cynthia, WI 48813",635-670-2620,Cheque,5,Citibank,5,696722.65,2021-11-21
Villa,4,Builder_1,1,Broker_8,8,Seller_573,573,Morgan Castillo,118,"756 Michael Viaduct
New Susan, LA 58968",390.796.8832,PayPal,7,PNC Bank,6,264721.63,2020-11-19
Townhouse,2,Builder_19,19,Broker_9,9,Seller_723,723,Kayla Moore,62,"3063 Eric Path Apt. 410
Millerland, SD 21935",964.373.9301x81364,Debit Card,2,PNC Bank,6,618842.72,2024-05-14
Villa,4,Builder_8,8,Broker_23,23,Seller_728,728,Thomas Castaneda,182,"23923 Jeffrey Spring
Jeremyport, MO 80363",(708)947-9717x0910,Cryptocurrency,6,Chase Bank,2,789637.89,2022-12-12
Mansion,8,Builder_16,16,Broker_6,6,Seller_446,446,Jeffrey Norman,121,"85998 Joseph Station Apt. 388
North Codyport, NY 29802",(812)750-5536,Gift Card,10,Chase Bank,2,235600.31,2022-04-10
Penthouse,6,Builder_10,10,Broker_25,25,Seller_957,957,Eric Thompson,169,"9051 Zachary Knoll Suite 595
Gabrielville, WY 43385",492.510.1386,Bank Transfer,4,PNC Bank,6,303451.55,2024-07-21
Bungalow,9,Builder_10,10,Broker_9,9,Seller_301,301,April Wright,21,"668 Michaela Spur
Port Nicholemouth, MT 12968",(439)636-0373,Gift Card,10,Bank of America,1,223223.83,2022-08-10
Penthouse,6,Builder_11,11,Broker_16,16,Seller_332,332,Dr. Christian Wade,68,"9936 Keith Mission Apt. 916
Elaineborough, SD 02612",431-571-1007x40924,Apple Pay,9,PNC Bank,6,966469.25,2024-06-06
Villa,4,Builder_6,6,Broker_20,20,Seller_913,913,Tiffany Butler,107,"06871 Julie Row
Port Tyler, WI 90919",(872)950-4213x738,Credit Card,1,SunTrust Bank,8,932274.98,2022-07-17
Duplex,5,Builder_5,5,Broker_27,27,Seller_961,961,Kelly Robertson,144,"PSC 0149, Box 9518
APO AE 82359",8737835549,Bank Transfer,4,Capital One,9,191471.64,2024-09-03
Duplex,5,Builder_11,11,Broker_25,25,Seller_162,162,Kristina Madden,55,"79066 Matthew Mills Suite 378
Lake Andreaside, KY 18899",001-615-480-7740x84951,Cryptocurrency,6,Citibank,5,656182.73,2020-02-13
Mansion,8,Builder_6,6,Broker_14,14,Seller_109,109,David Russell,14,"PSC 6701, Box 6195
APO AA 92337",774-436-8627x269,Apple Pay,9,US Bank,4,880042.62,2021-04-25
Single Family Home,3,Builder_18,18,Broker_28,28,Seller_911,911,Justin Case,108,"99890 Jennifer Freeway Suite 183
Lake Benjamin, MI 55669",(617)652-6840x317,Cheque,5,Bank of America,1,514144.19,2023-07-26
Penthouse,6,Builder_19,19,Broker_13,13,Seller_657,657,David Russell,14,"49233 Heather Pass Suite 067
New Robert, VT 45752",001-309-918-9085,Apple Pay,9,Citibank,5,413898.66,2021-06-01
Duplex,5,Builder_15,15,Broker_26,26,Seller_137,137,Sherri Barron,156,"70110 Christine Walks Suite 913
Carterfort, MN 52639",338-478-4610,Cryptocurrency,6,Bank of America,1,424134.38,2021-02-11
Cottage,7,Builder_8,8,Broker_17,17,Seller_485,485,Amy Becker,184,"40196 Raymond Square Apt. 820
Woodwardmouth, FM 46762",001-417-476-8318x40068,Cheque,5,Ally Bank,10,687554.79,2020-03-28
Bungalow,9,Builder_1,1,Broker_5,5,Seller_981,981,Elizabeth Gibson,131,"53564 Daniel Locks
New Saraberg, MO 78665",+1-997-307-0617,PayPal,7,Wells Fargo,3,387155.68,2022-08-30
Penthouse,6,Builder_20,20,Broker_17,17,Seller_119,119,Kelly Green,11,"6832 Cory Pike
West Edwardfurt, NE 39334",001-860-701-2986x457,Cash,3,Ally Bank,10,388604.85,2023-12-04
Duplex,5,Builder_10,10,Broker_8,8,Seller_984,984,Amy Becker,184,"0107 Brittany Land Suite 507
West Jeffrey, NY 23268",(310)472-3147,Google Pay,8,US Bank,4,982037.46,2021-08-23
Apartment,1,Builder_2,2,Broker_9,9,Seller_143,143,Nancy Garza,63,"14200 Jeremy Row
Adkinsfurt, OK 49279",001-828-791-9967x682,Credit Card,1,Wells Fargo,3,221198.55,2023-10-16
Single Family Home,3,Builder_17,17,Broker_29,29,Seller_84,84,David Henderson,87,"88900 Chelsea Rest Apt. 589
Rosefurt, OR 89361",+1-367-603-3866x6297,Cheque,5,Chase Bank,2,721551.15,2021-02-27
Penthouse,6,Builder_14,14,Broker_25,25,Seller_423,423,Renee Gonzalez,90,"837 Kevin Canyon Suite 744
Staffordfort, HI 07984",(792)903-9963,Cash,3,SunTrust Bank,8,954361.87,2024-05-01
Villa,4,Builder_10,10,Broker_24,24,Seller_688,688,Curtis Brown,94,"053 Smith Ports
Deniseland, GU 00972",001-853-460-3633x0744,PayPal,7,Wells Fargo,3,955616.74,2021-06-06
Studio,10,Builder_5,5,Broker_16,16,Seller_889,889,Daisy Turner,48,"245 Miller Roads Suite 487
Nicholeview, SD 40349",+1-223-976-3788x1871,Google Pay,8,SunTrust Bank,8,907029.34,2024-08-14
Bungalow,9,Builder_1,1,Broker_26,26,Seller_922,922,Jason Williams,154,"70542 Tran Turnpike
Davidberg, ID 28931",001-283-204-6596x9497,Bank Transfer,4,PNC Bank,6,284466.45,2023-05-08
Townhouse,2,Builder_7,7,Broker_27,27,Seller_223,223,Wendy Bernard,7,"7453 Amanda Glen Apt. 367
South Donna, MA 90849",001-514-440-2352x003,Bank Transfer,4,Chase Bank,2,617644.8,2023-10-02
Cottage,7,Builder_11,11,Broker_26,26,Seller_843,843,David Henderson,87,"848 Nicole Fork Suite 167
New Jamie, MH 59316",5174334980,Gift Card,10,Bank of America,1,420954.49,2024-08-31
Bungalow,9,Builder_20,20,Broker_23,23,Seller_113,113,Courtney Cline,199,"532 Anna Court
Williamsview, RI 40337",310.932.0072,Google Pay,8,Wells Fargo,3,214761.09,2023-06-04
Bungalow,9,Builder_1,1,Broker_14,14,Seller_437,437,Shelley Thompson,29,"6013 Sawyer Roads Suite 290
Port William, PR 08812",404-981-7170x85545,Apple Pay,9,Wells Fargo,3,791742.54,2024-07-03
Single Family Home,3,Builder_3,3,Broker_26,26,Seller_715,715,Elizabeth Gibson,131,"09633 Garza Drive Apt. 697
New Joshua, SC 93210",934.811.0207x29271,PayPal,7,Citibank,5,791836.3,2021-08-11
Mansion,8,Builder_5,5,Broker_15,15,Seller_505,505,David Russell,14,"53215 Woods Islands Apt. 533
West Steven, IN 86435",(883)509-7176,Bank Transfer,4,Capital One,9,405855.16,2023-04-26
Villa,4,Builder_16,16,Broker_3,3,Seller_123,123,Jacob Lee,83,"39431 Jeffrey Village Suite 095
West Donna, ID 70570",6306353393,Cryptocurrency,6,PNC Bank,6,836504.57,2023-10-19
Villa,4,Builder_9,9,Broker_18,18,Seller_184,184,Emily Phillips,159,"26216 Reed Field Apt. 725
Timothyport, NM 15337",+1-829-815-6463,Google Pay,8,Citibank,5,317243.36,2020-01-14
Penthouse,6,Builder_18,18,Broker_6,6,Seller_678,678,Grant Owens,57,"94377 Porter Square
New Melanieburgh, VI 96733",001-807-523-1370x36435,Cryptocurrency,6,Chase Bank,2,174404.01,2022-09-19
Duplex,5,Builder_11,11,Broker_14,14,Seller_982,982,Tina Miles,70,"190 Jennifer Fort Suite 661
East Gilbertfort, AS 76972",001-376-507-0038,Cryptocurrency,6,SunTrust Bank,8,694253.9,2023-06-16
Duplex,5,Builder_5,5,Broker_8,8,Seller_41,41,Elizabeth Rowe,142,"4660 Jeffrey Burg
South Kimberlyberg, WY 13382",407.403.7068x94096,Bank Transfer,4,SunTrust Bank,8,980596.76,2021-06-02
Townhouse,2,Builder_12,12,Broker_11,11,Seller_237,237,Daniel Webb,177,"273 Kelly Camp Apt. 098
East Mark, MA 08000",001-261-267-5878x906,Cash,3,Bank of America,1,768942.97,2024-08-10
Mansion,8,Builder_17,17,Broker_7,7,Seller_46,46,Steven Simpson,178,"72627 Carolyn Valley Apt. 156
Christopherstad, GA 72599",245.501.1445,Apple Pay,9,Ally Bank,10,975080.58,2023-01-25
Studio,10,Builder_3,3,Broker_16,16,Seller_612,612,Nicholas Bailey,173,"463 Tonya Highway
South Robertshire, DE 05071",452-635-3222,Credit Card,1,Chase Bank,2,309123.76,2021-08-01
Villa,4,Builder_3,3,Broker_13,13,Seller_906,906,Michelle Clark,168,"854 Wright Groves
Joshuabury, MD 92481",818-433-9176x161,Debit Card,2,PNC Bank,6,405046.61,2021-01-26
Bungalow,9,Builder_13,13,Broker_5,5,Seller_582,582,Anna Baldwin,95,"0103 Holland Manors
Thompsonhaven, VA 83223",+1-358-545-1108x21567,Bank Transfer,4,SunTrust Bank,8,481011.48,2023-05-22
Single Family Home,3,Builder_16,16,Broker_19,19,Seller_174,174,Darren Nelson,97,"9880 Patrick Island Apt. 764
Port Johnland, PA 53277",551-497-0669,PayPal,7,Bank of America,1,810977.53,2024-04-01
Studio,10,Builder_1,1,Broker_13,13,Seller_972,972,Debbie Ward,101,"509 Clayton Grove Apt. 983
New Travis, IL 68799",001-852-993-6206x0160,Google Pay,8,Ally Bank,10,739620.09,2021-10-14
Bungalow,9,Builder_15,15,Broker_28,28,Seller_122,122,Daniel Duffy,115,"11244 Burgess Plaza
Washingtonberg, IL 48878",3443971193,Google Pay,8,Bank of America,1,543523.8,2022-12-26
Single Family Home,3,Builder_10,10,Broker_30,30,Seller_770,770,David Henderson,87,"7771 Nathan Key
New Kaitlyn, GA 30157",+1-797-551-0668x8288,PayPal,7,Citibank,5,876642.24,2021-10-28
Townhouse,2,Builder_7,7,Broker_2,2,Seller_91,91,Carol George,146,"30233 Leonard Turnpike Suite 602
Hartmouth, WY 29549",7585762065,Cash,3,Chase Bank,2,441645.5,2023-01-24
Single Family Home,3,Builder_10,10,Broker_9,9,Seller_248,248,Jennifer Watson,93,"40300 Benson Bypass Suite 668
North Adam, AK 78011",990-888-4955,Cryptocurrency,6,Capital One,9,333538.51,2024-09-01
Villa,4,Builder_1,1,Broker_19,19,Seller_680,680,Steven Simpson,178,"8838 Hughes Manors
Michellefort, WA 11906",349-884-9006x640,Apple Pay,9,Bank of America,1,933354.36,2021-07-05
Studio,10,Builder_9,9,Broker_5,5,Seller_327,327,Richard Chapman,61,"50491 Nicolas Rapid Apt. 294
West Taraburgh, GU 76235",698.621.0661,Credit Card,1,Capital One,9,691652.7,2023-07-29
Cottage,7,Builder_9,9,Broker_5,5,Seller_436,436,Michael Robinson,200,"72133 Brittney Crossing Suite 582
East Haileyville, CA 24171",447.793.8626x8496,Gift Card,10,US Bank,4,926738.18,2021-10-16
Villa,4,Builder_7,7,Broker_3,3,Seller_725,725,Bianca Gonzalez,123,"PSC 6559, Box 0102
APO AE 14788",(590)341-9780,Debit Card,2,US Bank,4,181144.28,2021-07-04
Penthouse,6,Builder_12,12,Broker_16,16,Seller_337,337,Amy Henderson,56,"476 Davis Underpass Apt. 951
Cameronburgh, IN 56108",4379386423,PayPal,7,Ally Bank,10,717365.32,2023-09-10
Apartment,1,Builder_11,11,Broker_18,18,Seller_807,807,Laura Thomas,155,"56849 Davis Ranch Apt. 560
Lisamouth, DE 93691",+1-810-775-2881,Credit Card,1,Bank of America,1,559968.68,2023-11-17
Villa,4,Builder_9,9,Broker_12,12,Seller_57,57,Eric Thompson,169,"8784 Hutchinson Wells Suite 190
Port Billy, VT 26890",357.803.5974x308,Apple Pay,9,Chase Bank,2,717749.46,2021-07-14
Mansion,8,Builder_19,19,Broker_20,20,Seller_305,305,Kristina Madden,55,"5024 Blake Tunnel
Fisherburgh, MA 06916",(734)279-4557x2393,Cheque,5,Bank of America,1,930607.87,2020-12-24
Studio,10,Builder_20,20,Broker_24,24,Seller_829,829,Nicole Clark,197,"1641 Jason Rest
Lake Valerie, NJ 42568",001-484-230-8974x51254,Cryptocurrency,6,TD Bank,7,905165.16,2020-04-27
Penthouse,6,Builder_19,19,Broker_27,27,Seller_196,196,Jody Carlson,42,"297 Rodriguez Overpass
West Chadport, VT 13517",(619)889-5949x2453,Apple Pay,9,Citibank,5,839064.01,2022-11-24
